,ts_code,trade_date,open,close,high,low,pre_close,change,pct_chg,vol,amount
0,000300.SH,20181203,3144.7631,3256.2282,3267.94,3134.3845,3172.69,88.2602,2.7819,348696059.0,417172752.9
1,000300.SH,20181126,3260.9502,3152.7743,3273.6397,3126.289,3143.4752,-2.2318,-0.071,403196454.0,449620540.31000006
2,000300.SH,20181119,3141.2434,3268.0768,3278.7845,3131.636,3257.6735,36.9296,1.1336,402596566.0,420816139.1
3,000300.SH,20181112,3294.6031,3164.9222,3294.6031,3161.0979,3167.4442,37.6965,1.1901,581694363.0,589677387.1
4,000300.SH,20181105,3205.1407,3254.9778,3270.5003,3152.4399,3290.2455,-27.4104,-0.8331,424244359.0,464297726.0
5,000300.SH,20181029,3262.8351,3061.93,3290.2455,3050.7709,3173.635,-96.7461,-3.0484,623103722.0,696757670.911
6,000300.SH,20181022,3076.8889,3273.1271,3276.0205,3062.5803,3134.9455,135.3277,4.3167,532013945.0,591385167.5
7,000300.SH,20181015,3270.2732,3128.5764,3297.3803,3009.4983,3170.7262,-44.2746,-1.3964,464198560.0,522645574.0999999
8,000300.SH,20181008,3126.4516,3290.1705,3315.7309999999998,3094.9657,3438.8649,-147.9661,-4.3028,420373618.0,464823607.823
9,000300.SH,20180917,3290.8988,3193.6423,3448.2595,3193.6423,3242.0902,-37.1678,-1.1464,746832785.0,892129667.2469999
10,000300.SH,20180910,3204.9224,3229.7052,3254.1043,3191.3975,3277.6438,-47.5757,-1.4515,292799718.0,359629253.956
11,000300.SH,20180903,3230.0681,3324.1859999999997,3370.9629999999997,3227.8481,3334.5036,-12.6788,-0.3802,321455442.0,403360868.6
12,000300.SH,20180827,3321.8248,3408.1502,3416.5929,3291.7842,3325.3347,81.2388,2.443,353486542.0,431641877.03300005
13,000300.SH,20180820,3406.5735,3271.8402,3406.5735,3270.0302,3229.6198,37.63,1.1652,345140953.0,436845974.58699995
14,000300.SH,20180813,3267.2498,3386.4832,3391.7290000000003,3209.0115,3405.0191,-14.675,-0.431,343672508.0,418209197.33
15,000300.SH,20180806,3390.3441,3284.9785,3424.0411,3263.4986,3315.2839,-42.0111,-1.2672,408185184.0,483777264.14599997
16,000300.SH,20180730,3273.2728,3510.4744,3543.6059999999998,3257.6856,3521.2269,-6.1475,-0.1746,408410154.0,498814628.77099997
17,000300.SH,20180723,3515.0794,3530.6641,3596.5128,3489.5494,3492.8938,32.8565,0.9407,496315676.0,572578205.8840001
18,000300.SH,20180716,3525.7503,3466.4236,3527.5335,3398.9532,3492.6897,-20.6038,-0.5899,418012476.0,529240229.15099996
19,000300.SH,20180709,3472.0859,3464.9064,3506.2355,3375.1441,3365.1227,94.061,2.7952,379181233.0,488148940.655
20,000300.SH,20180702,3459.1837,3410.4767,3459.3153,3295.7296,3510.9845,-103.0207,-2.9342,414723795.0,531492004.206
21,000300.SH,20180625,3407.9638,3521.5876,3541.782,3383.5006,3608.9046,-48.4269,-1.3419,404003617.0,519549499.231
22,000300.SH,20180611,3560.4777,3783.1858,3830.4709999999995,3542.4564,3779.6159,0.3659,0.0097,789872563.0,1040786940.843
23,000300.SH,20180604,3779.9818,3811.2852,3859.8476,3756.5148,3770.5891,36.989000000000004,0.981,384107913.0,554185942.662
24,000300.SH,20180528,3807.5781,3824.1909,3841.7794,3722.0719,3816.498,16.7619,0.4392,416578995.0,584774312.885
25,000300.SH,20180521,3833.2599,3918.8153,3918.8153,3799.3207,3903.0637,18.1784,0.4657,369793637.0,502645250.614
26,000300.SH,20180514,3921.2421,3920.1395,3937.4607,3841.8959999999997,3872.8383,36.455,0.9413,372249017.0,517082578.618
27,000300.SH,20180507,3909.2933,3834.6141,3919.2999,3833.7290000000003,3774.5981,59.5896,1.5787,386928535.0,561259404.4200001
28,000300.SH,20180423,3834.1877,3769.8787,3854.4292,3714.6444,3760.8543,5.4714,0.1455,705177140.0,986830601.9319999
29,000300.SH,20180416,3766.3257,3812.8746,3824.0321,3708.1068,3871.1443,-62.2813,-1.6089,485980772.0,632430245.579
30,000300.SH,20180409,3808.863,3860.7225,3958.7071,3789.6121,3854.8625,-1.9333,-0.0502,471568206.0,616494850.168
31,000300.SH,20180402,3852.9292,3850.1546,3898.6126,3827.4133,3898.4977,-11.5788,-0.297,267973440.0,381810277.552
32,000300.SH,20180326,3886.9189,3927.492,3937.0183,3794.2617,3904.9355,-25.0425,-0.6413,540579621.0,780452641.1040001
33,000300.SH,20180319,3879.893,4045.7428,4110.1158,3829.9155,4056.4226,17.8253,0.4394,562529604.0,754484542.4360001
34,000300.SH,20180312,4074.2479,4124.3312,4130.2829,4033.5216,4108.8652,18.801,0.4576,465340065.0,639903729.8770001
35,000300.SH,20180305,4127.6662,4034.9854,4139.5259,3998.9317,4016.461,1.636,0.0407,591479227.0,771969310.2530001
36,000300.SH,20180226,4018.097,4120.8712,4120.8712,3986.8947,4071.0889,47.3297,1.1626,529595463.0,717311307.532
37,000300.SH,20180212,4118.4186,3925.5955,4128.7435,3923.1267,3840.6527,49.4519,1.2876,526798541.0,683132846.301
38,000300.SH,20180205,3890.1046,4182.3257,4212.5677,3759.1463,4271.2326,2.9138,0.0682,899840393.0,1136616754.488
39,000300.SH,20180129,4274.1464,4286.6834,4308.5115,4181.7793,4381.2996,-79.2815,-1.8095,781662454.0,1028812674.905
40,000300.SH,20180122,4302.0181,4346.8885,4403.3375,4287.1124,4285.395,51.2024,1.1948,985389015.0,1271399894.208
41,000300.SH,20180115,4336.5974,4215.6247,4338.4832,4213.1275,4225.001,0.2383,0.0056,931972606.0,1230630222.151
42,000300.SH,20180108,4225.2393,4157.5394,4262.9314,4153.5021,4138.7505,21.409000000000002,0.5173,693997190.0,939825436.313
43,000300.SH,20171225,4160.1595,4040.6173,4166.3182,3980.2358,4054.5984,-13.0583,-0.3221,1161520921.0,1505398386.732
44,000300.SH,20171218,4041.5401,3985.8233,4086.9342,3985.8233,3980.8558,4.4356,0.1114,430370223.0,614995938.5109999
45,000300.SH,20171211,3985.2914,4068.5053,4070.1503,3967.9343,4003.3792,66.1205,1.6516,409551475.0,583807005.5530001
46,000300.SH,20171204,4069.4997,4007.9361,4069.4997,3955.44,3998.1365,20.7206,0.5183,540059133.0,732951634.744
47,000300.SH,20171127,4018.8571,4034.2057,4069.2418,3982.3182,4104.2034,-54.2559,-1.3219999999999998,534629214.0,721346919.9860001
48,000300.SH,20171120,4049.9475,4131.8482,4260.6395,4037.1457,4120.8508,22.9826,0.5577,819288360.0,1111054008.612
49,000300.SH,20171113,4143.8334,4129.2736,4144.5144,4055.7167,4111.9112,16.1621,0.3931,714488423.0,994930916.5680001
50,000300.SH,20171106,4128.0733,4022.4018,4137.6455,4021.3639,3992.6979,28.1917,0.7061,717264191.0,958988541.2310001
51,000300.SH,20171030,4020.8896,3995.3935,4032.4581,3963.0263,4021.9676,-12.2458,-0.3045,617182336.0,778409626.8560001
52,000300.SH,20171023,4009.7218,3926.2299,4033.3394,3922.0288,3926.8520000000003,3.9461,0.1005,595219526.0,743965748.2160001
53,000300.SH,20171016,3930.7981,3910.7894,3944.4106,3900.4758,3921.0017,-7.5555,-0.1927,444203480.0,561129234.523
54,000300.SH,20171009,3913.4462,3883.0037,3947.4239,3855.4666,3836.5013,45.7063,1.1914,522788759.0,690418337.572
55,000300.SH,20170925,3882.2076,3810.3333,3918.8391,3808.3827,3837.7304,-19.9389,-0.5195,489911166.0,613980402.982
56,000300.SH,20170918,3817.7915,3849.8794,3860.7977,3811.1192,3831.2965,11.8463,0.3092,529229499.0,689044367.1110001
57,000300.SH,20170911,3843.1428,3832.2422,3862.3589,3818.5234,3825.9895,-0.3442,-0.009000000000000001,595321021.0,763289555.7889999
58,000300.SH,20170904,3825.6453,3845.5451,3865.2938,3813.9833,3830.5383,15.078,0.3936,610167560.0,747528951.9510001
59,000300.SH,20170828,3845.6163,3839.1779,3854.7062,3800.8861,3795.7544,46.9575,1.2371,710736693.0,840614522.017
60,000300.SH,20170821,3842.7119,3745.7543,3866.9422,3729.0876,3724.6748,16.3193,0.4381,610719026.0,750091617.116
61,000300.SH,20170814,3740.9941,3695.78,3744.2631,3679.7338,3647.3503,47.3328,1.2977,516110027.0,636082679.976
62,000300.SH,20170807,3694.6831,3724.3287,3746.8614,3645.0945,3707.5796,19.2152,0.5183,657702917.0,733028001.1510001
63,000300.SH,20170731,3726.7948,3738.7364,3784.3511,3689.9552,3721.8914,15.9818,0.4294,752695456.0,829816025.459
64,000300.SH,20170724,3737.8732,3742.6405,3752.1559,3672.4971,3728.5976,14.870999999999999,0.3988,662840604.0,728388881.5610001
65,000300.SH,20170717,3743.4686,3648.4942,3755.1902,3622.0414,3703.094,-39.5365,-1.0677,702319830.0,805266393.3310001
66,000300.SH,20170710,3663.5575,3646.8783,3716.47,3621.3652,3655.9293,-2.2425,-0.0613,651053772.0,752206344.6340001
67,000300.SH,20170703,3653.6868,3646.828,3667.8455,3610.4586,3666.7977,-15.9514,-0.435,510010490.0,643039128.836
68,000300.SH,20170626,3650.8463,3665.5775,3676.5328,3633.7825,3622.8831,45.2088,1.2479,451399946.0,577045115.5569999
69,000300.SH,20170619,3668.0919,3560.7871,3671.9435,3539.5149,3518.7611,34.9042,0.9919,543663499.0,689466149.713
70,000300.SH,20170612,3553.6653,3569.1594,3584.4094,3508.9461,3576.1703,-1.7809,-0.0498,397870304.0,496416950.4500001
71,000300.SH,20170605,3574.3894,3464.3765,3603.6901,3460.4534,3486.5074,-17.7536,-0.5092,450303693.0,553485090.8249999
72,000300.SH,20170522,3468.7538,3405.0254,3515.0812,3383.8922,3403.8492,7.3895,0.2171,804790608.0,879125535.9510001
73,000300.SH,20170515,3411.2387,3390.925,3433.9695,3373.552,3385.3787,13.815,0.4081,454751926.0,488876924.257
74,000300.SH,20170508,3399.1937,3342.5981,3406.5809999999997,3312.8921,3382.5502,-23.7377,-0.7018,454471263.0,489005649.03300005
75,000300.SH,20170424,3358.8125,3427.7322,3466.5651,3339.5743,3466.7865,-35.5278,-1.0248,952536734.0,1038114187.295
76,000300.SH,20170417,3431.2587,3474.8892,3489.0845,3403.9792,3486.5045,-6.5628,-0.1882,565541196.0,625805460.245
77,000300.SH,20170410,3479.9417,3503.8294,3523.0975,3453.6759,3517.4634,-12.3242,-0.3504,730391221.0,779267525.6980001
78,000300.SH,20170327,3505.1392,3480.2490000000003,3526.815,3422.366,3489.5997,-11.5612,-0.3313,959347544.0,1041504468.98
79,000300.SH,20170320,3478.0385,3449.7696,3505.9789,3433.4994,3445.8051,3.8075,0.1105,519623021.0,619348194.284
80,000300.SH,20170313,3449.6126,3456.6584,3492.1267,3429.8254,3427.8916,30.2064,0.8812,455006712.0,540207716.92
81,000300.SH,20170306,3458.098,3446.1628,3458.098,3412.6879,3427.8628,18.6212,0.5432,406193114.0,464349634.263
82,000300.SH,20170227,3446.4840000000004,3445.0274,3472.6962,3412.8312,3473.8517,-27.6289,-0.7953,432439225.0,474361443.965
83,000300.SH,20170220,3446.2228,3475.0584,3492.9616,3441.3938,3421.4419,49.9507,1.4599,511401626.0,543169817.138
84,000300.SH,20170213,3471.3926,3438.511,3472.6035,3417.0811,3413.4868,22.7882,0.6676,577958663.0,577714747.2590001
85,000300.SH,20170206,3436.275,3371.7695,3439.5432,3347.4302,3364.4923,8.7128,0.259,480629114.0,502003722.599
86,000300.SH,20170123,3373.2051,3363.1374,3395.8848,3355.8990000000003,3354.8891,9.1917,0.27399999999999997,313598025.0,325543853.419
87,000300.SH,20170116,3364.0808,3305.6001,3378.7388,3292.2044,3319.9122,-0.4667,-0.0141,347094323.0,361628876.587
88,000300.SH,20170109,3319.4455,3361.6394,3370.5051,3264.2071,3347.6665,16.2349,0.485,498089457.0,482134930.6
89,000300.SH,20161226,3363.9014,3319.2061,3373.4119,3288.0959,3307.5991,14.8015,0.4475,722440971.0,760076134.6739999
90,000300.SH,20161219,3322.4006,3328.2985,3342.4761,3267.0481,3346.0305,-17.0478,-0.5095,475340531.0,482366401.839
91,000300.SH,20161212,3328.9827,3394.2072,3416.2147,3324.9986,3493.7004,-84.521,-2.4192,532489601.0,556352570.3859999
92,000300.SH,20161205,3409.1794,3466.2417,3507.9276,3400.7929999999997,3528.9547,-59.5474,-1.6874,685029174.0,712036864.63
93,000300.SH,20161128,3469.4073,3525.9011,3583.7185,3457.3433,3521.2984,13.7823,0.3914,972857130.0,1032558996.1769999
94,000300.SH,20161121,3535.0807,3443.2201,3553.3603,3443.2201,3417.4554,23.6552,0.6922,837655240.0,890261183.49
95,000300.SH,20161114,3441.1106,3428.8663,3463.1423,3412.0801,3417.2211,13.0271,0.3812,648322296.0,650616449.605
96,000300.SH,20161107,3430.2482,3367.6974,3452.6159,3322.0798,3354.1749,2.4167,0.0721,788992477.0,782603155.9729999
97,000300.SH,20161031,3356.5916,3338.7099,3379.9889,3324.8378,3340.1262,-3.8484,-0.1152,496306450.0,527637789.192
98,000300.SH,20161024,3336.2778,3367.4753,3373.9139,3317.3279,3327.74,39.8378,1.1971,451332502.0,486036635.9660001
99,000300.SH,20161017,3367.5778,3272.6815,3382.8259,3272.6815,3305.8481,-27.9694,-0.8461,546066831.0,540638515.643
100,000300.SH,20161010,3277.8787,3296.8672,3309.0097,3271.5413,3253.2848,40.5841,1.2475,406036922.0,410209099.137
101,000300.SH,20160926,3293.8689,3214.8704,3294.6409,3214.4414,3275.6665,-55.3827,-1.6907,284137886.0,323131561.874
102,000300.SH,20160919,3220.2838,3264.6649,3303.1993,3220.2838,3238.7299,24.3943,0.7532,316126899.0,367322748.899
103,000300.SH,20160912,3263.1242,3265.3373,3269.2224,3231.3355,3318.0440000000003,-55.4397,-1.6709,196444067.0,224321422.309
104,000300.SH,20160905,3262.6043,3322.018,3357.3567,3234.573,3314.1142,5.5661,0.168,478714980.0,547156608.5519999
105,000300.SH,20160829,3319.6803,3310.3188,3338.4197,3295.7554,3307.0902,0.691,0.0209,401328291.0,476566992.16400003
106,000300.SH,20160822,3307.7812,3332.6209999999996,3359.6477,3279.8064,3365.0197,-28.2248,-0.8388,433272122.0,496319512.169
107,000300.SH,20160815,3336.7949,3403.3839,3418.6884,3335.4695,3294.2337,99.1902,3.011,705530113.0,830543785.046
108,000300.SH,20160808,3393.4239,3232.603,3417.9147,3229.1741,3205.1101,29.0732,0.9071,619334309.0,717329809.8069999
109,000300.SH,20160801,3234.1833,3173.7576,3234.4795,3165.5422,3203.9304,-27.1213,-0.8465,372408531.0,434382335.252
110,000300.SH,20160725,3176.8091,3228.2340000000004,3276.5112,3156.7488,3225.1621,5.7229,0.1774,529068052.0,630575686.118
111,000300.SH,20160718,3230.885,3260.4349,3271.3739,3218.1419,3276.2775,-14.2553,-0.4351,403825254.0,505373164.03400004
112,000300.SH,20160711,3262.0222,3201.9062,3300.9912,3200.3034,3192.2804,11.0494,0.3461,668233649.0,770501979.2639999
113,000300.SH,20160704,3203.3298,3199.1572,3235.9623,3183.4511,3154.2003,50.4959,1.6009,601983921.0,697972022.6889999
114,000300.SH,20160627,3204.6962,3107.3979,3210.6016,3099.7012,3077.1554,43.3889,1.41,480497734.0,576894373.3429999
115,000300.SH,20160620,3120.5443,3124.8984,3155.4927,3033.9651,3110.3572,2.3172,0.0745,410263663.0,493348437.132
116,000300.SH,20160613,3112.6744,3058.4433,3131.0485,3042.2328,3163.9864,-97.6451,-3.0861,385637543.0,450889913.875
117,000300.SH,20160606,3066.3413,3182.4374,3186.6167,3065.7674,3189.3255,-10.5372,-0.3304,238196036.0,300485729.29
118,000300.SH,20160530,3178.7883,3068.5964,3201.7492,3068.5964,3062.4993,4.2102,0.1375,516200554.0,617700880.907
119,000300.SH,20160523,3066.7095,3083.2441,3089.1022,3027.4440000000004,3078.2183,9.0042,0.2925,299347498.0,313276103.983
120,000300.SH,20160516,3087.2225,3095.5229,3105.2013,3039.4618,3074.9351,20.3734,0.6626,324215718.0,367989058.541
121,000300.SH,20160509,3095.3085,3055.2119,3103.0955,3035.0228,3130.3544,-64.73899999999999,-2.0681,351501530.0,369649160.764
122,000300.SH,20160425,3065.6154,3159.7706,3222.8816,3055.0057,3174.9012,-12.8681,-0.4053,718596958.0,806328360.5159999
123,000300.SH,20160418,3162.0331,3243.9712,3250.7253,3107.3693,3272.2053,-43.7522,-1.3371,492429792.0,530803079.70699996
124,000300.SH,20160411,3228.4531,3227.3673,3296.5228,3198.9027,3185.7258,44.3699,1.3928,598538228.0,629155735.12
125,000300.SH,20160328,3230.0957,3171.3138,3271.9301,3122.7605,3197.8169,-28.0886,-0.8784,1059643350.0,1210339858.709
126,000300.SH,20160321,3169.7283,3231.6146,3249.6772,3161.8782,3171.9629999999997,77.4742,2.4425,620668568.0,751254742.5459999
127,000300.SH,20160314,3249.4372,3061.3427,3267.7751,3028.5781,3018.2844,47.406000000000006,1.5706,775282194.0,830889862.0929999
128,000300.SH,20160307,3065.6904,3100.1492,3109.2499,2982.1722,3093.8895,10.9502,0.3539,514216403.0,511144000.739
129,000300.SH,20160229,3104.8397,2881.3353,3130.9032,2863.3228,2948.0306,-70.564,-2.3936,816758580.0,773336107.0519999
130,000300.SH,20160222,2877.4666,3117.2027,3119.2209,2821.2149,3051.585,67.2825,2.2048,618470542.0,604860486.35
131,000300.SH,20160215,3118.8675,2962.1871,3128.2069,2962.1871,2963.7894,-17.0828,-0.5764,593557694.0,589731867.143
132,000300.SH,20160201,2946.7066,2901.5284,2999.2061,2886.0183,2946.0902,-45.0425,-1.5289,407540929.0,403835941.034
133,000300.SH,20160125,2901.0477,3099.5957,3106.5302,2839.2899,3113.4626,15.4234,0.4954,558485644.0,542306008.401
134,000300.SH,20160118,3128.886,3132.7047,3227.908,3053.9581,3118.7301,11.9988,0.3847,540985278.0,590740784.127
135,000300.SH,20160111,3130.7289,3214.8234,3257.2953,3066.7270000000003,3361.5632,-169.1133,-5.0308,609160126.0,659047597.766
136,000300.SH,20160104,3192.4499,3382.1769,3543.7394,3192.4499,3731.0047,-261.9385,-7.0206,712783607.0,792057998.378
137,000300.SH,20151228,3469.0662,3723.0498,3772.6166,3468.9485,3838.2009999999996,-110.5694,-2.8808,424759740.0,587161056.348
138,000300.SH,20151221,3727.6316,3872.0975,3926.6857,3727.6316,3767.913,98.052,2.6023,808114658.0,1115532212.413
139,000300.SH,20151214,3865.965,3707.7304,3877.82,3677.4495,3608.0587,103.2633,2.862,806649763.0,1111644275.724
140,000300.SH,20151207,3711.322,3668.8385,3712.5026,3570.9978,3677.5922,10.0151,0.2723,621413730.0,834799563.104
141,000300.SH,20151130,3687.6073,3562.3186,3758.4457,3536.1156,3556.9924,9.4198,0.2648,812920217.0,1031912143.257
142,000300.SH,20151123,3566.4122,3745.7607,3805.8435,3455.0679,3774.3833,-21.0482,-0.5577,850994213.0,1137273804.872
143,000300.SH,20151116,3753.3351,3790.4261,3852.7743,3706.3103,3746.2422,17.884,0.4774,951433056.0,1300770228.078
144,000300.SH,20151109,3764.1262,3806.6685,3876.4901,3680.0734,3793.3739,46.9808,1.2385,1101472338.0,1499810598.446
145,000300.SH,20151102,3840.3547,3484.7218,3891.7729999999997,3452.6203,3534.0788,-58.1165,-1.6445,1360430208.0,1747266718.355
146,000300.SH,20151026,3475.9623,3569.4486,3601.0529,3474.7116,3571.2411,18.02,0.5046,759188166.0,964169699.64
147,000300.SH,20151019,3589.2611,3527.875,3620.7564,3417.4123,3534.0653,0.1168,0.0033,1047950079.0,1294545613.8760002
148,000300.SH,20151012,3534.1821,3422.4772,3572.9945,3402.3162,3340.1159,107.5775,3.2208,885337476.0,1058562550.531
149,000300.SH,20150928,3447.6934,3197.2209,3486.6306,3159.0419,3231.9514,10.800999999999998,0.3342,643544718.0,765131521.7989999
150,000300.SH,20150921,3242.7524,3312.3655,3371.4139,3186.5066,3251.2732,56.9735,1.7523,567043408.0,655809116.555
151,000300.SH,20150914,3308.2467,3208.744,3354.9052,3131.3703,3347.1878,-66.0561,-1.9735,702359665.0,771604785.474
152,000300.SH,20150907,3281.1317,3221.789,3426.6509,3170.8070000000002,3365.8318,-115.3468,-3.427,833954782.0,951649775.659
153,000300.SH,20150831,3250.485,3296.5289,3422.2246,3190.5783,3342.2863,24.2496,0.7255,904472371.0,922131007.898
154,000300.SH,20150824,3366.5359,3070.0069,3368.2789,2952.0082,3589.5358,-314.0016,-8.7477,1431395688.0,1497492939.6619995
155,000300.SH,20150817,3275.5342,4084.3108,4103.0535,3266.5499,4073.54,4.3321,0.1063,1274521929.0,1577047008.744
156,000300.SH,20150810,4077.8721,4083.5887,4113.1585,3967.8205,3906.9448,177.4198,4.5411,1330350000.0,1753590885.445
157,000300.SH,20150803,4084.3646,3827.3726,4101.7313,3793.237,3816.6993,12.5361,0.3285,1058129212.0,1405230520.706
158,000300.SH,20150727,3829.2354,3690.9741,3968.5338,3627.4214,4176.2787,-357.5473,-8.5614,1400230523.0,1840237423.431
159,000300.SH,20150720,3818.7314,4109.7606,4299.6497,3817.1693,4151.4956,9.1164,0.2196,1748892585.0,2371354227.015
160,000300.SH,20150713,4160.612,4178.6295,4258.5132,3856.3213,4106.5561,105.2555,2.5631,1890690324.0,2440727687.762
161,000300.SH,20150706,4211.8116,3877.8539,4278.1612,3537.8259999999996,3885.9169,112.6201,2.8982,2767516702.0,3289160323.852
162,000300.SH,20150629,3998.5370000000003,4161.0672,4526.1271,3785.9015,4336.1947,-144.6461,-3.3358,2493224265.0,3250658021.1540003
163,000300.SH,20150615,4191.5486,5165.0245,5204.303,4000.9261,5335.1151,-113.9486,-2.1358,3749465304.0,5426225857.240999
164,000300.SH,20150608,5221.1665,5379.47,5380.4259999999995,5207.3081,5230.552,123.199,2.3554,2310808783.0,3703976847.916
165,000300.SH,20150601,5353.751,5091.272,5370.609,4863.465,4840.829000000001,235.35,4.8618,2493273167.0,3870402478.22
166,000300.SH,20150525,5076.179,5140.798,5226.844,4665.521,4951.335,148.16,2.9923,2375959736.0,3727181350.399
167,000300.SH,20150518,5099.495,4577.637,5099.839,4577.637,4617.47,-42.33,-0.9167,1904604545.0,3095750317.7770004
168,000300.SH,20150511,4575.14,4692.122,4758.002,4565.061,4558.404,132.128,2.8986,1683121122.0,2651600942.8780003
169,000300.SH,20150504,4690.532,4785.192,4785.192,4445.592000000001,4749.8859999999995,37.855,0.797,1810498918.0,2708595262.659
170,000300.SH,20150427,4787.741,4811.319,4839.0779999999995,4695.793,4702.641,104.95100000000001,2.2317,1781266822.0,2639991014.649
171,000300.SH,20150420,4807.592000000001,4520.460999999999,4810.485,4504.558,4596.1359999999995,-74.217,-1.6148,2497189221.0,3694731567.774
172,000300.SH,20150413,4521.919,4432.126,4671.168,4335.63,4344.416,76.657,1.7645,2568431743.0,3436891675.927
173,000300.SH,20150330,4421.073,4138.885,4432.024,4037.7709999999997,3971.697,116.48100000000001,2.9328,3522035218.0,4989548044.645
174,000300.SH,20150323,4088.178,3980.066,4101.651,3883.782,3892.574,79.487,2.042,1922359562.0,2500682609.52
175,000300.SH,20150316,3972.0609999999997,3733.961,3972.296,3716.809,3617.657,88.014,2.4329,1971300781.0,2466910771.7790003
176,000300.SH,20150309,3705.671,3523.64,3705.739,3511.985,3478.52,59.23,1.7027,1171183182.0,1459076717.413
177,000300.SH,20150302,3537.75,3579.315,3579.315,3417.486,3572.843,28.421999999999997,0.7955,1094497740.0,1383528217.815
178,000300.SH,20150216,3601.265,3511.5440000000003,3608.691,3456.8709999999996,3469.828,29.655,0.8547,1031158665.0,1303032244.214
179,000300.SH,20150209,3499.4829999999997,3345.077,3509.505,3339.548,3312.42,33.501,1.0114,826735865.0,1046261648.4289999
180,000300.SH,20150202,3345.921,3388.6020000000003,3487.9509999999996,3285.935,3434.39,-80.43,-2.3419,999599060.0,1238857697.892
181,000300.SH,20150126,3353.96,3614.038,3616.258,3347.085,3571.732,36.253,1.015,1107171109.0,1350453904.704
182,000300.SH,20150119,3607.985,3336.7929999999997,3627.8059999999996,3325.6809999999996,3635.1459999999997,-279.991,-7.7023,1424563416.0,1823798905.611
183,000300.SH,20150112,3355.155,3506.4509999999996,3662.158,3330.9809999999998,3546.723,-33.147,-0.9346,1233165702.0,1517114107.555
